Customer ID,Purchase Amount (USD),Frequency of Purchases (per year),Previous Purchases
1,-0.285592018181966,0.9143253903291526,-0.7857299170320132
2,0.17882925394594182,1.042776651014307,-1.6163449950085267
3,0.5588102947778664,0.6376488356302705,-0.1627686085496282
4,1.2765522607937239,2.100436262024655,1.6368973937328175
5,-0.4544724807739325,-0.7962272343755805,0.39097477676804737
6,-1.6788558345656894,2.8495780218543767,-0.7857299170320132
7,1.0654516825537659,-1.0563762363115887,1.6368973937328175
8,-1.0877742154938068,2.141879121616121,-0.43964030120846603
9,1.5720930703296654,-1.1929009732846008,-1.20103745602027
10,-1.2144345624377817,-0.9736559251655412,-1.4779091486791078
11,-1.0877742154938068,0.19563904074484995,0.044885160944500124
12,0.34770971653790833,0.35496688907436086,-1.062601609690851
13,0.5165901791298748,0.3041016350763188,0.806282315756304
14,-0.3700322494779492,2.09891130772377,0.39097477676804737
15,-0.285592018181966,1.8224836962852426,0.5986285462621758
16,0.8965712199617993,-0.050261148598730876,-1.20103745602027
17,-1.0033339841978235,1.277758546063644,1.2908077779092701
18,-0.9188937529018403,-0.24771535936123923,0.7370643925915946
19,-0.4966925964219241,1.9192484004252448,-0.5780761475378849
20,1.2765522607937239,0.7770554658358335,1.429243624238689
21,-0.3700322494779492,-1.307724459582761,1.706115316897527
22,0.09438902264995859,-1.1842950638614698,-0.23198653171433767
23,-0.9611138685498319,-0.6830471921341494,0.4601926999327568
24,1.1921120294977408,2.249388672489736,1.0139360852504324
25,-1.5944156032697063,2.8892185218802107,-0.6472940707025944
26,-1.4677552563257314,-1.1405456428652703,-0.7857299170320132
27,-1.6788558345656894,-0.935251649795906,-0.8549478401967228
28,-0.15893167123799115,-1.020505202266558,-1.2702553791849793
29,1.4454327233856905,-1.0434022809046273,1.0831540084151419
30,-0.4966925964219241,1.7320429449809345,-0.7857299170320132
31,-1.2144345624377817,-0.24180753390229762,-0.6472940707025944
32,0.8121309886658161,0.039206073563845145,1.3600257010739796
33,0.30548960088991667,-1.258178211836496,0.806282315756304
34,-0.9188937529018403,-0.8500312569426676,1.3600257010739796
35,1.3187723764417156,-0.4761788055675266,0.8755002389210135
36,-1.1299943311417984,0.7800310826376478,1.567679470568108
37,0.38992983218589994,0.7713802339629248,1.2908077779092701
38,-0.623352943365899,1.2072351797687295,-1.062601609690851
39,-0.9611138685498319,-0.5599480620931363,1.2908077779092701
40,0.009948791353975344,-0.1904772701945499,-0.5088582243731755
41,0.6854706417218412,-0.7780174461149432,0.39097477676804737
42,-0.8766736372538487,-0.7408126706516736,1.0139360852504324
43,1.6987534172736403,-1.5478514829779413,-0.7165119938673038
44,0.38992983218589994,0.24519306544993308,-0.43964030120846603
45,-0.285592018181966,1.9556629596973183,1.3600257010739796
46,-1.6366357189176979,-0.5575266227466131,-0.024332762220209324
47,-0.7077931746618822,-0.6796982544218454,1.3600257010739796
48,-0.2433719025339744,1.6740941982365527,0.7370643925915946
49,-0.20115178688598276,-0.8242459966443261,0.8755002389210135
50,-1.2566546780857732,0.10787002573616217,0.5986285462621758
51,-1.3410949093817566,0.829298353717198,0.944718162085723
52,-0.032271324294016274,-0.6376831913198319,-1.2702553791849793
53,-1.6788558345656894,2.770845923910276,0.044885160944500124
54,-1.509975371973723,1.8026958119893117,0.6678464694268852
55,1.4454327233856905,0.24331345511197106,0.6678464694268852
56,-1.3410949093817566,-0.5058667262443938,1.6368973937328175
57,0.5588102947778664,2.518601604175686,1.429243624238689
58,0.17882925394594182,1.0102204960994132,-0.5780761475378849
59,-0.2433719025339744,-0.5100820061503388,0.25253893043862846
60,0.8121309886658161,2.8500201511357455,-1.4779091486791078
61,-0.9611138685498319,2.4535869005189808,-0.5780761475378849
62,0.34770971653790833,-0.5214571646629516,-0.3012044548790471
63,-1.6366357189176979,0.2350856118776517,0.39097477676804737
64,0.8121309886658161,2.36343437832988,1.2215898547445607
65,0.9810114512577827,0.5681596080696869,-0.5088582243731755
66,-1.0033339841978235,-0.29163787103789496,1.2908077779092701
67,1.4454327233856905,-0.510092338989548,-1.5471270718438173
68,-1.1299943311417984,-0.6788204776949032,1.6368973937328175
69,-0.5811328277179073,-1.337625210346951,-0.3012044548790471
70,0.43214994783389155,3.1004077432999884,-1.4086912255143984
71,-1.2988747937337648,-1.5722779087901633,0.4601926999327568
72,-0.4966925964219241,-0.5731710251917141,0.5986285462621758
73,-1.4255351406777397,-0.7303069411726316,-0.3012044548790471
74,1.0654516825537659,0.8826062219201778,1.2215898547445607
75,-0.0744914399420079,-0.580059638789184,-1.5471270718438173
76,1.0654516825537659,-0.9283805778166546,-0.3012044548790471
77,-0.7077931746618822,0.12812932287640316,0.4601926999327568
78,-0.285592018181966,0.49214190459847384,0.7370643925915946
79,1.3187723764417156,1.0959803398093295,1.706115316897527
80,1.5298729546816736,-0.9342455814150491,1.2215898547445607
81,0.5165901791298748,-1.0735235906660054,-0.09355068538491877
82,1.5298729546816736,-0.559661593344621,0.7370643925915946
83,-1.3410949093817566,-0.37313229989508145,-0.3012044548790471
84,-0.8344535216058571,1.6401156583440848,0.5986285462621758
85,-1.17221444678979,-0.95835190633599,1.1523719315798513
86,1.487652839033682,0.6722276906327882,-1.6163449950085267
87,-0.7922334059578654,0.7243901122306413,1.4984615474033987
88,-0.285592018181966,0.7597564070775767,1.2908077779092701
89,-0.5389127120699158,-0.33999545682753124,0.6678464694268852
90,0.9810114512577827,-0.9698786133637406,-0.7165119938673038
91,-0.4966925964219241,-0.9754819536179464,0.25253893043862846
92,1.6565333016256485,-0.4269660557915973,-0.5088582243731755
93,1.1498919138497492,-0.764477542432602,-0.8549478401967228
94,0.09438902264995859,1.8045307750926805,1.429243624238689
95,0.6854706417218412,2.260875909214832,0.18332100727391903
96,1.6987534172736403,-0.6414169432030736,1.567679470568108
